id;label
86613;No gesture
107710;Swiping Left
137300;Swiping Left
45420;No gesture
63794;Swiping Down
132909;Swiping Left
109484;Swiping Down
88899;Swiping Up
9979;Swiping Left
40977;No gesture
66381;Swiping Up
128962;Swiping Down
73940;Swiping Right
10428;Swiping Left
111682;Swiping Up
129340;Swiping Right
41985;Swiping Right
69340;Swiping Right
18266;Swiping Up
30485;Swiping Down
122564;Swiping Down
77539;No gesture
49150;Swiping Up
55948;Swiping Down
61644;No gesture
13849;Swiping Left
16213;Swiping Right
98533;Swiping Up
113844;Swiping Right
72825;Swiping Left
78788;No gesture
79652;Swiping Left
16479;Swiping Up
24699;No gesture
96204;Swiping Up
70897;No gesture
61892;No gesture
10399;Swiping Left
42327;Swiping Left
115672;Swiping Down
91665;Swiping Up
15626;Swiping Up
111124;Swiping Left
36091;Swiping Down
46397;Swiping Left
32088;No gesture
43904;No gesture
18066;Swiping Down
147794;Swiping Right
43322;No gesture
91903;Swiping Down
15083;Swiping Down
39658;Swiping Left
76551;Swiping Right
46977;Swiping Left
80095;Swiping Left
76275;Swiping Right
29757;Swiping Left
8652;Swiping Right
142136;Swiping Left
71485;No gesture
26078;Swiping Up
4823;Swiping Left
79976;Swiping Up
56465;Swiping Right
143507;Swiping Left
90240;Swiping Left
89636;Swiping Right
78625;No gesture
32551;Swiping Left
27610;Swiping Up
87068;Swiping Left
27628;Swiping Left
20153;Swiping Right
35021;Swiping Left
133117;Swiping Up
139385;No gesture
13854;Swiping Left
61639;No gesture
87617;Swiping Right
52961;Swiping Left
120500;Swiping Left
83033;Swiping Down
52588;Swiping Up
28265;Swiping Up
6035;Swiping Right
74121;Swiping Up
127971;Swiping Right
136102;No gesture
140337;Swiping Down
58484;Swiping Up
55853;No gesture
9763;No gesture
60610;Swiping Up
17114;Swiping Left
119852;Swiping Down
131716;Swiping Right
982;No gesture
145503;Swiping Down
93806;Swiping Left
97765;Swiping Left
95859;Swiping Down
88916;Swiping Left
66784;Swiping Up
105568;Swiping Down
69796;Swiping Right
62697;Swiping Down
118425;Swiping Left
17995;Swiping Up
7927;Swiping Down
5528;Swiping Right
1079;Swiping Up
4795;Swiping Up
119446;Swiping Down
18828;No gesture
147346;Swiping Left
85924;Swiping Right
93470;Swiping Down
22968;No gesture
65473;Swiping Down
146966;No gesture
108811;Swiping Right
131206;No gesture
122399;No gesture
139778;No gesture
1901;Swiping Left
127143;Swiping Right
30535;Swiping Left
35203;No gesture
103826;Swiping Right
137025;Swiping Up
92511;Swiping Up
88108;Swiping Down
55917;Swiping Left
48049;Swiping Right
75937;Swiping Left
113013;No gesture
18903;Swiping Down
75062;Swiping Left
138059;Swiping Down
49961;Swiping Left
69730;Swiping Down
42257;Swiping Up
35650;Swiping Down
65145;Swiping Up
27023;Swiping Up
5031;No gesture
28741;No gesture
48166;Swiping Down
25178;Swiping Up
125653;Swiping Right
124228;Swiping Up
14243;Swiping Right
71295;Swiping Right
126060;No gesture
120310;Swiping Down
116021;No gesture
57016;Swiping Left
96315;Swiping Down
64689;No gesture
87701;Swiping Down
134156;No gesture
17594;Swiping Down
76553;Swiping Left
61059;No gesture
105492;Swiping Up
137265;Swiping Left
107132;Swiping Up
58921;Swiping Left
109945;No gesture
95681;Swiping Down
40010;No gesture
84698;Swiping Down
69402;No gesture
97369;Swiping Right
81470;Swiping Up
104557;No gesture
89262;Swiping Left
24841;Swiping Right
10705;Swiping Up
35484;Swiping Up
105806;No gesture
69949;Swiping Down
142793;No gesture
40628;Swiping Right
25523;No gesture
64257;Swiping Left
27076;No gesture
20093;Swiping Down
85114;Swiping Down
107532;Swiping Left
67681;Swiping Right
609;Swiping Right
49161;Swiping Right
9219;Swiping Right
62500;Swiping Up
70997;No gesture
102267;Swiping Down
83757;Swiping Down
59971;Swiping Right
106501;No gesture
127792;Swiping Left
132975;Swiping Down
13799;Swiping Down
51625;Swiping Right
21097;Swiping Left
27452;Swiping Left
127850;Swiping Down
143522;No gesture
104917;No gesture
49831;Swiping Right
131198;No gesture
88945;Swiping Right
85856;No gesture
97415;Swiping Right
67774;No gesture
63896;Swiping Down
130766;Swiping Up
144251;Swiping Right
74977;Swiping Down
28106;Swiping Left
35173;Swiping Left
44928;Swiping Down
57480;Swiping Left
27811;Swiping Down
66690;No gesture
139765;Swiping Right
22517;Swiping Up
74085;Swiping Down
4369;Swiping Right
75741;Swiping Down
55419;No gesture
145762;Swiping Right
2826;Swiping Down
86059;Swiping Left
33435;Swiping Right
144046;Swiping Up
76462;Swiping Down
111472;Swiping Up
22229;Swiping Right
83502;No gesture
10763;No gesture
125499;Swiping Up
134668;Swiping Down
83820;Swiping Up
30780;Swiping Down
111218;Swiping Up
95906;Swiping Right
87946;Swiping Down
82162;Swiping Down
50472;Swiping Up
82310;Swiping Right
97456;Swiping Up
102192;Swiping Right
31321;Swiping Up
104925;No gesture
137812;Swiping Left
96550;Swiping Up
50263;Swiping Right
37954;Swiping Down
21289;Swiping Right
140623;Swiping Up
40706;Swiping Left
142084;Swiping Down
106427;Swiping Up
29113;Swiping Down
133803;Swiping Right
23168;Swiping Left
72281;No gesture
134215;Swiping Left
27489;Swiping Left
71187;Swiping Left
30203;Swiping Left
71432;Swiping Down
11258;Swiping Up
135333;Swiping Right
103956;Swiping Up
122349;No gesture
82000;Swiping Right
111143;Swiping Right
111919;Swiping Left
112905;No gesture
24935;No gesture
18087;Swiping Up
3325;No gesture
75112;Swiping Down
66783;No gesture
16564;Swiping Up
88868;Swiping Down
67155;Swiping Left
76646;Swiping Down
37214;Swiping Right
111210;Swiping Left
79133;Swiping Left
59441;No gesture
35387;Swiping Down
62067;Swiping Left
97846;Swiping Right
9321;Swiping Down
132358;Swiping Left
124765;Swiping Left
95105;Swiping Left
100529;Swiping Left
57558;No gesture
114033;No gesture
4733;No gesture
94794;Swiping Down
103124;No gesture
4023;Swiping Up
20649;Swiping Up
60274;No gesture
118451;Swiping Down
127846;Swiping Up
42000;Swiping Down
98702;Swiping Down
94001;Swiping Left
137168;Swiping Left
2596;Swiping Down
125474;Swiping Down
21052;Swiping Right
62898;No gesture
147255;Swiping Down
45225;Swiping Down
17179;Swiping Down
73998;Swiping Up
142288;Swiping Down
87768;Swiping Left
81172;Swiping Up
147106;Swiping Right
103123;No gesture
101546;Swiping Up
22319;Swiping Left
131246;Swiping Up
88588;No gesture
3718;Swiping Left
130673;Swiping Up
88592;Swiping Right
42463;No gesture
117392;Swiping Down
94029;Swiping Down
102530;No gesture
89111;No gesture
51289;Swiping Up
65647;No gesture
6103;No gesture
38527;Swiping Right
39539;Swiping Up
147892;Swiping Down
14410;Swiping Up
4472;Swiping Down
136669;Swiping Down
53400;Swiping Down
45464;Swiping Up
81309;No gesture
110199;Swiping Up
127011;Swiping Left
143287;Swiping Up
33111;Swiping Up
100028;Swiping Right
83070;No gesture
44231;Swiping Left
83862;Swiping Down
9609;Swiping Down
109987;No gesture
75254;No gesture
25639;Swiping Up
76725;Swiping Up
112898;Swiping Up
115916;Swiping Down
94551;Swiping Up
26166;Swiping Up
6436;Swiping Left
74964;Swiping Down
58696;Swiping Left
16839;Swiping Down
18141;Swiping Down
38716;No gesture
10475;Swiping Right
78688;Swiping Left
29567;Swiping Up
23450;Swiping Down
139257;Swiping Up
5251;Swiping Left
96805;Swiping Down
91504;Swiping Left
100847;Swiping Left
139303;Swiping Down
85026;Swiping Right
81616;Swiping Right
51489;Swiping Up
210;Swiping Down
7836;Swiping Left
51334;Swiping Down
87668;Swiping Left
70494;Swiping Right
64611;Swiping Left
109041;No gesture
53203;Swiping Right
46773;No gesture
135341;Swiping Left
30971;No gesture
39801;Swiping Right
127173;Swiping Down
33656;Swiping Left
8219;Swiping Left
144981;Swiping Left
108712;Swiping Right
92898;Swiping Right
80976;Swiping Up
47430;Swiping Up
16474;Swiping Left
100765;Swiping Right
95878;Swiping Left
13334;Swiping Right
20499;Swiping Down
94152;Swiping Up
2823;Swiping Right
107995;No gesture
35992;Swiping Right
127489;Swiping Down
90853;Swiping Up
9272;No gesture
29970;No gesture
32274;No gesture
76733;Swiping Up
147003;Swiping Down
79230;Swiping Left
105464;Swiping Down
71261;Swiping Down
111809;Swiping Up
39189;Swiping Left
3442;No gesture
20725;Swiping Left
2183;Swiping Left
19217;Swiping Left
115344;No gesture
142602;Swiping Right
56002;Swiping Left
106097;Swiping Right
87112;No gesture
115000;Swiping Right
120248;No gesture
94577;Swiping Down
107220;Swiping Right
116313;No gesture
17406;No gesture
79614;Swiping Up
115240;Swiping Left
29317;No gesture
70252;Swiping Left
32062;Swiping Left
57794;No gesture
84775;Swiping Left
40512;Swiping Down
134742;Swiping Up
141323;Swiping Up
96364;Swiping Right
33021;Swiping Left
124846;Swiping Up
130324;Swiping Right
58415;No gesture
123380;Swiping Left
54645;Swiping Down
110566;No gesture
123769;Swiping Up
71545;Swiping Left
3065;Swiping Up
104109;Swiping Left
133805;Swiping Down
112412;Swiping Up
34132;Swiping Right
98996;Swiping Left
17000;Swiping Left
145344;Swiping Down
49785;Swiping Right
74599;Swiping Right
123164;Swiping Right
82003;No gesture
13000;Swiping Up
6438;Swiping Right
58120;Swiping Down
25457;Swiping Right
51965;Swiping Left
95450;No gesture
116995;Swiping Up
105895;Swiping Left
112320;No gesture
40341;Swiping Down
5395;Swiping Up
18775;No gesture
89101;Swiping Down
86039;Swiping Left
131796;Swiping Left
9924;No gesture
68235;Swiping Right
141799;No gesture
91216;Swiping Down
137824;Swiping Right
148014;Swiping Right
124261;Swiping Right
2704;Swiping Down
15990;Swiping Right
104556;No gesture
95791;Swiping Right
127145;Swiping Up
56139;Swiping Left
78507;Swiping Up
26997;Swiping Up
10280;No gesture
42391;Swiping Left
115892;No gesture
136247;Swiping Up
144222;Swiping Left
105118;Swiping Up
135325;Swiping Up
55736;No gesture
112959;No gesture
28596;Swiping Up
22192;Swiping Left
41323;No gesture
67575;No gesture
111674;Swiping Down
56368;Swiping Left
26594;Swiping Right
47454;No gesture
118049;Swiping Left
68867;Swiping Right
79309;No gesture
141933;Swiping Left
55035;Swiping Left
88677;Swiping Left
1497;Swiping Left
41241;Swiping Left
56601;No gesture
37991;Swiping Up
78943;No gesture
98891;Swiping Down
99091;Swiping Up
19742;No gesture
106417;Swiping Down
116594;Swiping Up
114060;Swiping Left
109558;Swiping Down
142254;No gesture
23315;No gesture
26002;Swiping Left
33496;No gesture
29107;Swiping Down
144158;Swiping Down
28506;Swiping Right
76213;Swiping Down
99891;No gesture
77030;Swiping Left
98820;Swiping Left
106580;No gesture
58871;Swiping Right
83888;Swiping Right
31789;Swiping Right
87012;Swiping Up
124693;Swiping Left
68954;Swiping Left
30123;Swiping Left
68541;Swiping Up
111891;No gesture
140327;Swiping Up
70815;No gesture
116000;Swiping Left
53140;Swiping Up
142530;Swiping Left
45797;No gesture
52875;Swiping Up
80253;No gesture
104004;Swiping Left
63342;Swiping Right
110422;Swiping Left
56130;Swiping Left
62589;Swiping Up
128506;Swiping Up
95208;Swiping Right
118089;Swiping Right
85118;Swiping Right
126954;Swiping Up
47447;Swiping Left
75701;Swiping Down
938;Swiping Left
142333;Swiping Right
53998;No gesture
51886;Swiping Up
92916;Swiping Up
79648;No gesture
57473;No gesture
144709;No gesture
47641;Swiping Left
99280;Swiping Right
22269;Swiping Down
80588;Swiping Right
62827;Swiping Up
48530;Swiping Up
92086;Swiping Right
42039;Swiping Up
27443;Swiping Right
35548;Swiping Up
101737;No gesture
93727;Swiping Up
4520;Swiping Right
23164;Swiping Down
103938;Swiping Right
133335;No gesture
26611;Swiping Left
128466;Swiping Down
82717;Swiping Right
11892;No gesture
102830;Swiping Left
119694;Swiping Right
81263;Swiping Down
139480;Swiping Left
55729;Swiping Right
28536;Swiping Down
35153;Swiping Right
94181;Swiping Right
41636;No gesture
111704;Swiping Right
79872;Swiping Down
21775;Swiping Right
55552;No gesture
109607;Swiping Up
101019;No gesture
135673;No gesture
18296;Swiping Down
71315;Swiping Up
83107;Swiping Down
143836;Swiping Right
55269;Swiping Right
45538;No gesture
48254;Swiping Left
109743;Swiping Right
29405;Swiping Down
24514;Swiping Up
68442;Swiping Up
73787;Swiping Right
142806;Swiping Right
5814;Swiping Down
137349;Swiping Up
28687;Swiping Right
57607;Swiping Right
9659;Swiping Up
58830;Swiping Left
71169;Swiping Right
23049;Swiping Right
54164;Swiping Down
62904;Swiping Right
136983;No gesture
23521;Swiping Up
78289;Swiping Up
14832;Swiping Right
31847;No gesture
6101;Swiping Right
40685;Swiping Down
47883;Swiping Up
64276;Swiping Up
47070;No gesture
59290;Swiping Up
29972;Swiping Left
61573;No gesture
73945;No gesture
15188;Swiping Down
85358;Swiping Up
102180;Swiping Down
87502;Swiping Down
89410;Swiping Left
12518;Swiping Right
118476;Swiping Right
48896;Swiping Down
78502;Swiping Left
108417;Swiping Up
86003;Swiping Up
52268;No gesture
46354;Swiping Left
136812;Swiping Right
2066;No gesture
11495;Swiping Up
35808;Swiping Right
133125;Swiping Right
87449;No gesture
60823;No gesture
42763;Swiping Down
53668;Swiping Up
95687;Swiping Down
13569;Swiping Left
79530;Swiping Right
120460;Swiping Down
30683;No gesture
93606;Swiping Down
28436;Swiping Down
72313;No gesture
62708;No gesture
28876;Swiping Down
44338;Swiping Right
50273;Swiping Left
54951;Swiping Down
95778;Swiping Left
27969;Swiping Up
23924;Swiping Left
1724;Swiping Left
84224;Swiping Down
4445;Swiping Down
45450;Swiping Right
96869;Swiping Left
50862;Swiping Down
38439;No gesture
74815;Swiping Up
134148;Swiping Left
23792;Swiping Right
110977;No gesture
52318;Swiping Up
94251;Swiping Down
74199;Swiping Left
57649;No gesture
36687;Swiping Right
4271;Swiping Down
60461;Swiping Up
5900;Swiping Left
108931;No gesture
61280;Swiping Up
104641;Swiping Right
102800;Swiping Down
72371;Swiping Up
48162;Swiping Left
33248;Swiping Right
81305;Swiping Left
139011;Swiping Right
133745;Swiping Up
76934;Swiping Right
47092;Swiping Left
139848;Swiping Left
13617;No gesture
127309;Swiping Right
37948;Swiping Right
135158;Swiping Down
72545;Swiping Left
55580;No gesture
119283;Swiping Down
38061;Swiping Right
85474;Swiping Right
75738;Swiping Right
35944;Swiping Up
89395;Swiping Right
84204;Swiping Left
144473;Swiping Up
19626;No gesture
120000;Swiping Left
26323;No gesture
79930;Swiping Right
52259;No gesture
95305;Swiping Down
109848;Swiping Down
2987;Swiping Left
60973;Swiping Up
73727;Swiping Down
142228;No gesture
84445;Swiping Down
94934;Swiping Left
10574;Swiping Left
100023;No gesture
120044;No gesture
104190;Swiping Left
40097;Swiping Up
86407;Swiping Up
31440;No gesture
56186;Swiping Down
3233;Swiping Down
40104;No gesture
25247;Swiping Left
43794;Swiping Up
46756;Swiping Left
101896;Swiping Up
79508;Swiping Right
23152;Swiping Up
45129;Swiping Down
51970;Swiping Left
104645;No gesture
120372;Swiping Up
89918;Swiping Up
137937;No gesture
18764;Swiping Down
36246;Swiping Left
19597;Swiping Up
66162;Swiping Down
18177;No gesture
48285;Swiping Up
104842;Swiping Down
142078;No gesture
4360;Swiping Right
85603;Swiping Down
8889;Swiping Down
109472;Swiping Up
29371;No gesture
130562;Swiping Left
90527;Swiping Right
40771;Swiping Down
1511;Swiping Up
25123;Swiping Right
133720;No gesture
37139;Swiping Left
140647;No gesture
143786;No gesture
31062;Swiping Left
120087;No gesture
103042;Swiping Left
136341;Swiping Down
5059;Swiping Left
60805;Swiping Up
3613;Swiping Right
45750;Swiping Right
1481;Swiping Right
75054;Swiping Left
88630;Swiping Right
132134;Swiping Left
144955;Swiping Down
89343;Swiping Up
95969;Swiping Down
69164;Swiping Down
114205;Swiping Down
46371;Swiping Left
10511;Swiping Up
23908;No gesture
56682;Swiping Down
98002;Swiping Up
82611;Swiping Up
114354;Swiping Left
146329;Swiping Down
40775;Swiping Down
99924;No gesture
146976;No gesture
100061;Swiping Up
134784;Swiping Right
16510;No gesture
22167;Swiping Up
99018;Swiping Right
79463;Swiping Down
45236;Swiping Left
2851;Swiping Right
146047;Swiping Left
144800;Swiping Up
62082;Swiping Down
145316;No gesture
133559;Swiping Left
110333;No gesture
143240;Swiping Up
26843;Swiping Up
135395;Swiping Right
115148;Swiping Left
96187;Swiping Right
23325;Swiping Down
83237;Swiping Up
57571;Swiping Up
69210;Swiping Right
134275;Swiping Down
117477;Swiping Down
56150;Swiping Left
59599;Swiping Left
27595;Swiping Left
24264;Swiping Right
87040;No gesture
1230;Swiping Right
61864;No gesture
15302;Swiping Down
46509;Swiping Right
114907;Swiping Up
37041;Swiping Up
23695;No gesture
41625;Swiping Right
41161;Swiping Left
102643;Swiping Left
134080;Swiping Left
52222;Swiping Right
114620;Swiping Right
146769;Swiping Left
42518;Swiping Left
19297;Swiping Left
41009;Swiping Left
10774;Swiping Left
115092;Swiping Down
36146;Swiping Left
6073;Swiping Left
67564;Swiping Left
138762;Swiping Right
34218;No gesture
131925;Swiping Up
116271;Swiping Up
34367;Swiping Left
101295;Swiping Up
977;Swiping Down
128694;Swiping Up
133288;Swiping Up
138515;No gesture
11702;Swiping Right
54503;No gesture
109966;Swiping Up
60766;Swiping Down
47625;Swiping Down
118849;Swiping Down
96547;Swiping Right
103994;Swiping Up
138466;Swiping Right
105735;Swiping Up
6293;Swiping Right
59922;Swiping Left
77322;Swiping Left
127228;No gesture
60536;Swiping Down
133700;Swiping Up
105779;Swiping Left
140046;Swiping Down
80312;Swiping Down
75074;Swiping Right
111452;Swiping Right
84120;Swiping Right
81027;Swiping Right
35013;Swiping Down
57032;No gesture
79881;No gesture
132656;Swiping Left
139678;Swiping Right
7403;No gesture
20371;Swiping Right
17774;Swiping Left
75060;Swiping Up
145935;Swiping Right
65683;Swiping Down
66054;Swiping Right
96021;No gesture
2460;Swiping Left
29470;No gesture
74243;Swiping Down
66904;Swiping Down
8217;Swiping Right
24576;Swiping Down
31149;Swiping Right
86732;No gesture
34638;Swiping Up
2723;Swiping Left
93528;Swiping Right
88977;Swiping Down
7160;Swiping Right
7545;Swiping Left
140353;Swiping Up
75747;Swiping Left
124382;Swiping Left
47141;Swiping Right
101456;No gesture
104654;Swiping Right
31795;Swiping Down
8787;Swiping Up
25875;Swiping Up
22077;No gesture
63161;Swiping Left
28713;Swiping Left
48758;Swiping Right
79329;No gesture
46978;Swiping Right
97932;Swiping Right
11103;Swiping Left
110330;No gesture
15351;Swiping Up
10539;Swiping Left
47733;Swiping Right
69451;Swiping Up
6247;No gesture
70963;Swiping Right
97332;Swiping Left
141568;Swiping Right
110141;Swiping Up
52025;Swiping Left
24167;No gesture
36118;No gesture
142315;No gesture
3785;Swiping Right
28144;Swiping Down
147483;No gesture
137625;No gesture
60840;Swiping Up
139496;Swiping Down
123153;Swiping Up
84124;Swiping Right
72167;Swiping Left
33567;Swiping Left
73862;Swiping Up
103067;Swiping Left
82454;Swiping Up
47626;No gesture
16132;No gesture
15450;Swiping Left
63727;Swiping Up
77058;Swiping Left
45715;Swiping Right
88287;Swiping Right
97751;Swiping Left
5658;Swiping Right
126376;Swiping Up
112837;Swiping Left
105654;Swiping Down
55626;Swiping Right
14268;No gesture
26812;Swiping Up
18437;Swiping Right
86425;Swiping Down
82746;Swiping Left
44710;Swiping Up
84756;Swiping Up
136784;Swiping Down
33351;Swiping Left
28095;Swiping Left
33705;Swiping Down
34250;Swiping Left
52213;Swiping Down
20296;Swiping Up
3190;Swiping Left
50204;Swiping Down
41909;No gesture
73868;Swiping Down
109432;Swiping Left
38832;No gesture
15595;Swiping Left
37382;No gesture
4532;No gesture
91074;Swiping Up
25926;Swiping Left
44060;Swiping Up
98340;Swiping Left
58991;Swiping Right
89010;Swiping Right
37052;Swiping Up
97467;No gesture
94466;No gesture
108758;Swiping Right
84674;Swiping Left
41604;Swiping Down
55509;No gesture
130932;Swiping Left
115412;Swiping Left
65975;Swiping Left
53583;Swiping Left
135127;No gesture
112504;No gesture
61789;Swiping Right
97439;Swiping Left
79473;Swiping Up
106717;Swiping Left
78622;Swiping Up
124416;Swiping Down
51247;No gesture
146760;Swiping Left
55059;Swiping Right
93825;Swiping Up
138716;No gesture
138055;Swiping Left
104767;Swiping Right
35856;Swiping Left
132985;Swiping Down
70;No gesture
46199;Swiping Left
138488;Swiping Left
99906;Swiping Up
10968;No gesture
138930;Swiping Right
2678;Swiping Right
69235;Swiping Right
66754;Swiping Left
4631;Swiping Right
68811;Swiping Up
131322;Swiping Down
131264;Swiping Down
134975;Swiping Up
121108;Swiping Left
35357;Swiping Down
13271;Swiping Right
142074;Swiping Right
104554;Swiping Up
68202;No gesture
82325;Swiping Right
87075;Swiping Right
137879;Swiping Up
124160;Swiping Down
100985;Swiping Left
145635;Swiping Up
6061;Swiping Down
109444;Swiping Right
137053;Swiping Up
76590;No gesture
99403;Swiping Left
96241;No gesture
102838;Swiping Up
118810;Swiping Right
118018;No gesture
79488;Swiping Down
5831;Swiping Left
20778;Swiping Down
117843;Swiping Down
126853;Swiping Up
49548;Swiping Right
33910;Swiping Down
26239;Swiping Left
109522;Swiping Down
12471;Swiping Down
3495;Swiping Down
27050;Swiping Left
58330;No gesture
124119;Swiping Down
132641;Swiping Left
144420;Swiping Left
28510;Swiping Up
93959;Swiping Right
121284;Swiping Up
91765;Swiping Up
67639;Swiping Right
39901;Swiping Right
108378;Swiping Left
144454;Swiping Right
107037;Swiping Right
131700;No gesture
38045;Swiping Right
47438;Swiping Up
22978;Swiping Right
99670;Swiping Left
133507;No gesture
116544;No gesture
63975;Swiping Left
124940;Swiping Right
82165;Swiping Down
58622;Swiping Down
2426;Swiping Down
121811;Swiping Right
96856;Swiping Down
138299;Swiping Down
125079;Swiping Right
56436;Swiping Left
59412;Swiping Up
74992;Swiping Right
43002;Swiping Left
110478;Swiping Up
100720;No gesture
35809;Swiping Up
89594;Swiping Right
108349;Swiping Down
843;Swiping Left
18541;Swiping Down
102818;No gesture
93049;Swiping Up
111585;Swiping Right
25808;No gesture
123217;Swiping Left
36155;Swiping Down
72930;Swiping Right
79951;Swiping Up
7063;No gesture
116649;Swiping Left
29635;Swiping Up
22894;Swiping Down
27411;Swiping Down
99922;No gesture
25076;Swiping Right
132356;Swiping Up
109723;Swiping Down
111039;Swiping Right
136499;No gesture
15551;Swiping Up
44751;Swiping Right
97488;Swiping Up
5401;Swiping Right
5978;Swiping Right
79825;No gesture
17455;No gesture
133923;No gesture
136641;Swiping Left
89296;Swiping Down
126370;Swiping Left
109541;Swiping Down
53764;No gesture
144859;No gesture
67713;Swiping Up
72696;Swiping Up
140611;Swiping Left
63675;Swiping Left
90959;Swiping Down
8067;Swiping Up
42944;Swiping Right
41767;Swiping Left
110971;Swiping Down
9701;Swiping Down
128215;Swiping Up
9374;No gesture
42724;Swiping Right
63440;Swiping Right
118307;Swiping Down
37125;No gesture
46630;No gesture
31585;Swiping Down
60713;Swiping Up
105381;Swiping Down
99678;Swiping Down
39983;Swiping Down
89176;Swiping Right
135743;Swiping Down
31234;Swiping Down
94470;Swiping Right
146936;Swiping Down
126445;Swiping Down
60597;Swiping Left
47236;Swiping Up
44776;No gesture
39467;Swiping Left
140345;Swiping Right
92453;No gesture
99629;Swiping Up
138435;No gesture
57499;No gesture
108686;Swiping Left
99042;Swiping Down
112408;Swiping Up
147029;Swiping Right
29147;No gesture
136019;Swiping Up
93320;Swiping Up
138068;No gesture
140471;No gesture
42179;Swiping Right
140030;Swiping Right
102775;Swiping Left
68171;Swiping Up
59754;Swiping Up
41485;Swiping Right
39850;Swiping Down
86909;No gesture
112389;Swiping Up
96642;Swiping Up
11351;Swiping Up
94123;Swiping Up
83415;No gesture
57232;Swiping Down
118304;Swiping Left
23374;No gesture
127367;Swiping Right
50565;Swiping Left
131998;Swiping Left
69884;Swiping Right
2622;Swiping Up
99368;No gesture
82217;No gesture
24218;Swiping Left
60607;Swiping Up
71285;No gesture
58913;Swiping Down
104087;Swiping Up
59407;Swiping Down
30542;Swiping Up
62966;Swiping Up
86968;Swiping Right
48187;No gesture
113806;Swiping Down
35742;Swiping Left
140612;Swiping Left
141121;Swiping Left
71417;Swiping Left
102241;Swiping Right
58081;Swiping Up
82705;Swiping Left
43822;No gesture
145984;Swiping Right
65573;Swiping Left
100;Swiping Right
114741;No gesture
121405;Swiping Down
39214;Swiping Left
57902;Swiping Down
144915;Swiping Up
1092;Swiping Up
106593;Swiping Down
94844;Swiping Down
17764;Swiping Down
44304;Swiping Down
129535;Swiping Up
66314;Swiping Right
126766;Swiping Right
85404;Swiping Right
111879;Swiping Down
67982;Swiping Up
31782;No gesture
80672;Swiping Right
7763;Swiping Right
60190;Swiping Right
10444;Swiping Up
58373;Swiping Up
87341;Swiping Right
82475;Swiping Left
90983;Swiping Up
62638;Swiping Right
128942;Swiping Right
102257;No gesture
96052;Swiping Up
60208;Swiping Right
140062;Swiping Up
140163;Swiping Down
15466;Swiping Right
38155;No gesture
18455;Swiping Right
131809;Swiping Up
80071;No gesture
9998;No gesture
36785;No gesture
36277;Swiping Right
21877;No gesture
130341;Swiping Down
137019;Swiping Up
27562;No gesture
36797;Swiping Down
126486;Swiping Up
22249;Swiping Up
86051;No gesture
54198;Swiping Up
65521;Swiping Right
46579;Swiping Up
37820;Swiping Up
137374;Swiping Up
45198;Swiping Left
45497;Swiping Down
116597;Swiping Down
11820;Swiping Left
38400;Swiping Up
110752;Swiping Up
94770;Swiping Right
90160;Swiping Up
36987;No gesture
2504;Swiping Up
126861;Swiping Up
83683;Swiping Down
49092;Swiping Up
83378;Swiping Right
138726;Swiping Right
63003;Swiping Down
91167;Swiping Down
7173;Swiping Down
53789;No gesture
40223;Swiping Up
2380;Swiping Down
143971;Swiping Left
103034;Swiping Down
134734;Swiping Right
39874;No gesture
31495;Swiping Up
130505;Swiping Right
18004;Swiping Up
35362;Swiping Down
82850;Swiping Down
22574;Swiping Right
30125;Swiping Right
42752;Swiping Down
76542;Swiping Right
94356;Swiping Right
52402;Swiping Down
44324;Swiping Left
134553;Swiping Right
6482;Swiping Left
110476;Swiping Up
139103;Swiping Down
123553;Swiping Left
89951;Swiping Down
45533;Swiping Left
78479;Swiping Left
98628;Swiping Left
15727;Swiping Right
61413;No gesture
75497;No gesture
132317;Swiping Right
20648;Swiping Left
24242;No gesture
138156;Swiping Down
17412;Swiping Left
120508;No gesture
31600;Swiping Left
48145;Swiping Right
104172;Swiping Left
74749;Swiping Left
66041;Swiping Down
43084;No gesture
26184;Swiping Up
125243;Swiping Up
84107;Swiping Left
2966;Swiping Right
68081;Swiping Down
36266;No gesture
28850;Swiping Left
111064;Swiping Up
60340;No gesture
84772;Swiping Left
95358;Swiping Right
34548;Swiping Up
46495;Swiping Left
35371;Swiping Up
133934;Swiping Up
132732;Swiping Down
93354;Swiping Up
89557;No gesture
2859;Swiping Up
22396;Swiping Right
145908;Swiping Right
126320;Swiping Right
18547;Swiping Down
94171;Swiping Left
51650;Swiping Left
126838;No gesture
139672;Swiping Up
112601;Swiping Right
30690;No gesture
132052;Swiping Down
115306;Swiping Up
95286;Swiping Up
108267;Swiping Left
63862;Swiping Up
107896;Swiping Left
90003;Swiping Right
73490;Swiping Down
72900;Swiping Right
121830;Swiping Up
86905;Swiping Right
46038;No gesture
132635;Swiping Up
10877;Swiping Left
43490;Swiping Left
50717;Swiping Up
79802;No gesture
27998;Swiping Down
93952;Swiping Right
139761;No gesture
98985;Swiping Up
10064;No gesture
1018;Swiping Up
23070;Swiping Left
74250;Swiping Down
26161;Swiping Right
623;Swiping Down
70287;Swiping Right
107306;Swiping Left
133762;No gesture
16655;Swiping Left
2706;Swiping Right
94381;Swiping Left
26980;Swiping Down
66587;Swiping Down
79461;Swiping Down
110838;Swiping Right
102788;Swiping Left
55884;Swiping Down
78723;Swiping Up
107076;Swiping Up
135970;No gesture
135115;No gesture
